kode,nama,kab,alamat,TELEPON,pemilik,kelas
3175352,RS Umum Pantai Indah Kapuk,Kota Jakarta Utara,"Jl. Pantai Indah Utara 3 Pantai Indah Kapuk, Kapuk Muara, Penjaringan ",021-5880911,SWASTA/LAINNYA,B
3172206,RS Umum Premier Jatinegara,Kota Jakarta Timur,"Jl. Jatinegara Timur No.85-87,Jaktim",021-2800888,SWASTA/LAINNYA,B
3171792,RS Umum Daerah Jagakarsa,Kota Jakarta Selatan,"Jl. Moh. Kahfi  I No.27A, Kecamatan Jagakarsa Jakarta Selatan",02178882455,Pemprop,D
3173036,RS Umum AL Dr. Mintoharjo,Kota Jakarta Pusat,"Jl. Bendungan Hilir No.17, RT.4/RW.3, Bendungan. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",0215703081,TNI AL,B
3175418,RS Umum Tzu Chi Hospital,Kota Jakarta Utara,"Tzu Chi Hospital, Jl. Pantai Indah Kapuk Boulevard,  Kel. Kamal Muara,  Kec. Penjaringan, Kota Administrasi Jakarta Utara, 14470",(021) 50950888,Organisasi Budha,B
3101002,RS Umum Daerah Kepulauan Seribu,Kepulauan Seribu,"Pulau Pramuka Rt.001 RW.004, Kelurahan : Pulau Panggang, Kecamatan ; Kepulauan Seribu Utara, Kab Administrasi Kepulauan Seribu, Provinsi DKI Jakarta ",021-26071997,Pemprop,D
3174509,RS Ibu dan Anak St. Yusuf,Kota Jakarta Utara,Jl. Ganggeng Raya No. 9 Kel. Sungai Bambu Tanjung Priok,021-43931880,Organisasi Katholik,C
3174030,RS Umum Bhakti Mulia,Kota Jakarta Barat,Jl. KS Tubun No.79 Slipi Jakbar,5481625,Organisasi Sosial,C
3171621,RS Umum Gandaria,Kota Jakarta Selatan,"Jl. Gandaria Tengah II, No 6 sd 14 Kebayoran Baru, Jakarta Selatan.",085289817474,SWASTA/LAINNYA,D
3175064,RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,Kota Jakarta Utara,"Jl. Sunter Permai Raya No. 2, Rt 02/Rw 12, Papanggo, Kec. Tanjung Priok, Jakarta Utara, DKI Jakarta",(021) 6506559,Kemkes ,A
3172035,RS Umum Pengayoman Cipinang,Kota Jakarta Timur,"Jl. Raya Bekasi Timur 170 B, Jaktim",021-21015599,Kementerian Lain,D
3172590,RS Umum Yadika,Kota Jakarta Timur,Jl. Pahlawan Revolusi No.47 Pondok Bambu Jaktim,021-8615754,Organisasi Sosial,C
3172761,RS Umum Daerah Kramat Jati,Kota Jakarta Timur,Jln. Raya Inpres No. 48 ,87791352,Pemprop,C
3173441,RS Umum Primaya Evasari Hospital,Kota Jakarta Pusat,"Jl. Rawamangun No. 47, Rawasari, Cempaka Putih, Jakarta Pusat",021-4201515,Organisasi Sosial,C
3273191,RS Khusus Mata Cicendo,Kota Bandung,Jl. Cicendo No.4 Bandung,022-4231280,Kemkes ,A
3201257,RS Umum Nuraida,Kota Bogor,Jl. Achmad Sobana No. 105 Kelurahan Tegal Gundil Kecamatan Bogor Utara Kota Bogor,02518368866,SWASTA/LAINNYA,C
3216463,RS Permata Bunda,Bekasi,Blok C1 Jl. Gramapuri I No.8-10 Wanasari Cibitung Bekasi Regency 17520,082297675094,Perusahaan,C
3273547,RS Edelweiss,Kota Bandung,Jl. Soekarno Hatta No. 550 Kel. Sekejati Kec. Buahbatu,(022) 860 23000,Perusahaan,C
3214011,RS Umum Daerah Bayu Asih,Purwakarta,Jl. Veteran No. 39 Purwakarta,0264-200100,Pemkab,B
3275046,RS Umum Mitra Keluarga Bekasi Timur,Kota Bekasi,"JL. Pengasinan, Rawa Semut, Margahayu Bekasi Timur ",(021) 8817777,Perusahaan,B
3274053,RS Umum Pelabuhan Cirebon,Kota Cirebon,Jl. Sisingamangaraja No.45 Cirebon 45112,0231-205657,BUMN,C
3212059,RS Mitra Plumbon Indramayu,Indramayu,Jl. By Pass Jalan Baru Desa Ujungaris Kec. Widasari Kab. Indramayu,0234-7142333,SWASTA/LAINNYA,C
3274134,RS Umum Medimas,Kota Cirebon,"Jl. Evakuasi No. 116 Cirebon
Kelurahan Karyamulya, Kecamatan Kesambi, Kota Cirebon, Provinsi Jawa Barat",0231-481165,SWASTA/LAINNYA,C
3275083,RS Seto Hasbadi,Kota Bekasi,"JL. Raya Seroja No. 19 Harapan Jaya, Bekasi Utara, Kota Bekasi, Jawa Barat, 17124",021 -8866141/42,Organisasi Sosial,D
3212042,RS Umum Bhayangkara Indramayu,Indramayu, Jl. Raya Pantura Km.73-75 Losarang - Indramayu,0234-507878,POLRI,C
3275060,RS Umum Satria Medika,Kota Bekasi,Jl. Raya Bantar Gebang Setu No 119 Kel Padurenan Kec Mustika Jaya,2122105678,SWASTA/LAINNYA,C
3277023,RS Umum Baros,Kota Cimahi,"Jl. Raya Baros No.E46 
RT. 01 RW. 15,
Kelurahan Baros,
Kecamatan Cimahi Tengah,
Kota Cimahi 40521,
Provinsi Jawa Barat",022-20670808,Perusahaan,D
3216424,RS Ibu dan Anak Gizar,Bekasi,"Jl. Villa Mutiara Cikarang 1, Ruko Pasadena Blok RA No 3, 5 & 6 Ciantra Kec. Cikarang Selatan Kab. Bekasi Provinsi Jawa Barat",(021) 89677240,Perusahaan,C
3216443,RS EMC Cibitung,Bekasi,"Jl. Kalimantan Blok CB No.1 Kawasan Industri MM2100, Gandasari, Cikarang Barat",02129779977,SWASTA/LAINNYA,C
3217132,RS Ibu dan Anak Parahyangan,Bandung Barat,"Jl. Parahyangan Raya No.Kav. 11, Kota Baru, Kec. Padalarang, Kab. Bandung Barat",0228-6808000,SWASTA/LAINNYA,C
3201130,RS Ibu dan Anak Citra Insani,Bogor,"Jl. Raya Parung No.242 Lebakwangi, Pemagarsari - Bogor",0251-8611507,SWASTA/LAINNYA,C
3275274,RS Umum Jati Sampurna,Kota Bekasi,Jl. Rawa Dolar RT. 003 RW. 007 Kel. Jatiraden Kec. Jatisampurna,(021) 8451457,SWASTA/LAINNYA,C
3277018,RS Umum Mitra Anugrah Lestari,Kota Cimahi," Jl. Cibaligo No.76, Kel. Cigugur Tengah Kec. Cimahi Tengah ",(022) 6027204,Organisasi Sosial,C
3273540,RS Khusus Gigi dan Mulut Kota Bandung,Kota Bandung,  Jl. LL RE Martadinata 45 Bandung,022 4234058,Pemkot,B
3217042,RS Jiwa Provinsi Jawa Barat,Bandung Barat,Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat,022-2700260,Pemprop,A
3203039,RS Umum Daerah Pagelaran,Cianjur,JL.Raya Pagelaran No 18 Desa Pagelaran Kec. Pagelaran Kab. Cianjur 43266,0263-2361093,Pemkab,C
3204124,RS Gigi dan Mulut Maranatha,Kota Bandung,"Jl. Prof. drg. Suria Sumantri, MPH. No.65 Bandung",022 2005934 / 5,SWASTA/LAINNYA,B
3279002,RS Umum Mitra Idaman,Kota Banjar,Jl. Sudiro W No.57 Kota Banjar,(0265) 742175,Perusahaan,D
3272036,RS Umum Ridogalih,Kota Sukabumi,Jl. Gudang No. 24 Sukabumi,0266-221983,Organisasi Sosial,D
3208064,RS Umum Aria Kamuning,Kuningan,Jl. Raya Cihideunggirang Dusun Manis RT 001/RW 002 Desa Cihideunggirang Kec. Cidahu,(0232)891188,SWASTA/LAINNYA,D
3271164,RS Umum Mulia Pajajaran,Kota Bogor,"Jl. Raya Pajajaran No. 98, Bantarjati - Bogor Utara, Kota Bogor",0251 - 837 9898,Perusahaan,C
3271163,RS Umum Vania,Kota Bogor,"JL. Siliwangi No. 11, Kel. Sukasari, Kec. Bogor Timur Kota Bogor",0251-8380601 / ,Perusahaan,C
3208035,RS Umum Sekar Kamulyan,Kuningan,Jl. Rumah Sakit No. 28 Kec.  Cigugur Kab. Kuningan,873206,Organisasi Sosial,C
3201236,RS Umum Medika Dramaga,Kota Bogor,"Jl. Raya Dramaga Km.7,3 Margajaya-Bogor Barat-Kota Bogor",0251-8308900,Perusahaan,C
3211015,RS Umum Daerah Sumedang,Sumedang,Jl. Prabu Geusan Ulun No 41 Jl. Palasari No. 80 Kabupaten Sumedang,0261-201021,Pemkab,B
3216440,RS Umum Daerah Cabangbungin,Bekasi,Jl. Kp. Bojong RT 004/RW 001 Desa Jayalaksana Kecamatan Cabangbungin Kabupaten Bekasi,021 8592 3366,Pemkab,D
3273561,RS Pasundan,Kota Bandung,Jalan Haji Wasid Nomor 1 RT 008 RW 007 Kelurahan Lebak Gede Kecamatan Coblong  Kota Bandung Provinsi Jawa Barat Kode Pos 40132,082116829590,SWASTA/LAINNYA,C
3216386,RS Amanda Cikarang Selatan,Bekasi,"Jln. Raya Serang No. 83 Desa 
Serang Kecamatan Cikarang Selatan
Kabupaten Bekasi",218971643,Perusahaan,C
3276168,RS Umum Daerah Anugerah Sehat Afiat,Kota Depok,"Jl. Raya Tapos, RT 005 RW 004, Kel. Cimpaeun, Kec. Tapos",0895360406646,Pemkot,C
3273486,RS Umum Santosa Hospital Bandung Central,Kota Bandung,"Jl. Kebon Jati No.38,Bandung",022-4248333,SWASTA/LAINNYA,A
3204129,RS Ibu dan Anak Grha Bunda,Kota Bandung,Jl. Terusan Jakarta No. 15-17 Kec. Kiaracondong kota Bandung,(022) 872-56789,SWASTA/LAINNYA,C
3215123,RS Umum Citra Sari Husada,Karawang,"Jl. Raya Kosambi -Telaga Sari Km.3 Klari, Karawang ",0267-437507,SWASTA/LAINNYA,C
3273145,RS Umum Hermina Arcamanik,Kota Bandung,Jl. A.H. Nasution No. 50 Antapani Kota Bandung,022-87242525,Perusahaan,C
3274136,RS Jantung Hasna Medika,Cirebon,"Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",0231 343405,SWASTA/LAINNYA,B
3216415,RS Umum Ridhoka Salma,Bekasi,Jl. Raya Imam Bonjol No 7 Cikarang Barat,021-89116527,SWASTA/LAINNYA,C
3216436,RS EMC Cikarang,Bekasi,"Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamatan Cikarang Selatan.",021-29779977,Perusahaan,B
3273558,RS Jantung dan Pembuluh Darah Paramarta,Kota Bandung,Jl. Soekarno Hatta No. 581 Bandung 42075,(022) 7337239,Perusahaan,C
3216185,RS Umum Hosana Medica,Bekasi,"Jl. BIIE Utama no. 1, Lippo Cikarang, Kelurahan Cibatu, Kecamatan Cikarang Selatan, Kabupaten Bekasi Jawa Barat",021-8972472,SWASTA/LAINNYA,C
3201150,RS Umum Family Medical Center,Bogor,"Jl. Raya Bogor Km.51 Ciluar, Bogor",2518652391,SWASTA/LAINNYA,C
3216438,RS Umum Pinna,Bekasi,Jl. Raya KarangSatria No:4-5 RT/RW :002/006 Tambun Utara 17511 Kabupaten Bekasi. Jawa Barat,(021) 8827554,SWASTA/LAINNYA,D
3205026,RS Umum Intan Husada,Garut,Jl. Suherman Nomor 72 Desa Tarogong Kec. Tarogong Kidul Kabupaten Garut 44151 Provinsi Jawa Barat,0262 2247769,SWASTA/LAINNYA,C
3202051,RS Umum Daerah Jampang Kulon,Sukabumi,"Jl. Cibarusah No.1 Jampang Kulon, Kab.Sukabumi",0266-490009,Pemprop,C
3211027,RS Umum Harapan Keluarga,Sumedang,Jl Raya Cipacing - Rancaekek KM 20 Jatinangor Sumedang ,0227796335,Perusahaan,D
3216450,RS Eka Bekasi,Bekasi,Kota Harapan Indah Blok i2-9 No. 9,,SWASTA/LAINNYA,B
3201072,RS Umum Puri Cinere,Kota Depok,"Jl. Maribaya No.1 Puri Cinere,Kelurahan Pangkalan Jati, Kecamatan Cinere, Kota Depok, Provinsi Jawa Barat",021-7545488,SWASTA/LAINNYA,B
3217121,RS Umum Cahya Kawaluyan,Bandung Barat,Jl. Parahyangan KM. 3 - Kota Baru Parahyangan Kec. Padalarang KBB,022 - 6803700,Organisasi Katholik,C
3271046,RS Jiwa dr. H. Marzoeki Mahdi,Kota Bogor,Jl. dr. Sumeru No.114 Kota Bogor,02518324024,Kemkes ,A
3217008,RS Ibu dan Anak Kartini,Bandung Barat,Jl. Letkol GA Manulang No. 46 Padalarang Bandung Barat,022-6804440,SWASTA/LAINNYA,C
3278016,RS Ibu dan Anak Sayang Bunda,Kota Tasikmalaya,"Jln. Sukalaya 1 No 22 Kel. Argasari Kec. Cihideung Kota Tasikmalaya 46122,  Jawa Barat",0265-330841,SWASTA/LAINNYA,C
3278018,RS Umum Syifa Medina,Kota Tasikmalaya,"Jl. Bantar No. 15A 
Kelurahan Argasari
Kecamatan Cihideung
 Kota Tasikmalaya",0265 - 334544,SWASTA/LAINNYA,D
3206070,RS Umum Jasa Kartini,Kota Tasikmalaya,Jalan Otto Iskandardinata No. 15 Kel. Empangsari Kec. Tawang ,(0265)-331808,Perusahaan,C
3216435,RS Umum Tarumajaya,Bekasi,"Jalan Raya Tarumajaya No. 1B RT 05 RW 01 , Desa Pantai Makmur, Kecamatan Tarumajaya, Kabupaten Bekasi, Provinsi Jawa Barat 17212",021- 88992337,SWASTA/LAINNYA,D
3216399,RS DKH Cikarang Barat,Bekasi,"Jl. Raya Jatiwangi Ds. Cikedokan  001/001 Cikarang Barat, Kab. Bekasi Jawa Barat",021-89983741,SWASTA/LAINNYA,C
3215163,RS Umum SAN Medical Center,Karawang,Jl. A. Yani No 16 Sentul Cikampek Karawang,0264 8386671,Perusahaan,D
3277021,RS Umum Kasih Bunda,Kota Cimahi,Jl. Mahar Martanegara No.166 Kel. Baros Kec. Cimahi Tengah,(022) 6614221,Perusahaan,C
3273085,RS Umum Advent Bandung,Kota Bandung,Jl. Cihampelas No. 161 Bandung,022-2034386,Organisasi Sosial,B
3210049,RS Umum Daerah Talaga,Majalengka,"Jl. Raya Majalengka-Cikijing, Blok Cipeucang Desa Talaga Wetan Kec. Talaga",0233 3600015,Pemkab,D
3273546,RS Ibu dan Anak Al Islam ,Kota Bandung,Jl. Awibitung No. 29-31 Kelurahan Cicadas Kecamatan Cibeunying Kidul ,227208284,SWASTA/LAINNYA,C
3201240,RS Umum Juliana,Kota Bogor,Jl. Raya Tajur No. 75 Bogor Timur Kota Bogor,0251-8339593,SWASTA/LAINNYA,C
3273260,RS Umum Daerah Bandung Kiwari,Kota Bandung,Jl. KH. Wahid Hasyim No. 311 Bandung,022-86037777,Pemkot,B
3215023,RS Umum Bayukarta,Karawang,Jl. Kertabumi No.44 Karawang,0267 401818,Organisasi Protestan,C
3203041,RS Bhayangkara Cianjur,Cianjur,"Jl. Suroso Nomor. 21,  Kel. Pamoyanan, Kec. Cianjur, Kab. Cianjur, Prov. Jawa Barat.",0263 285 299,POLRI,D
3278094,RS Jantung dan Pembuluh Darah Tasikmalaya,Kota Tasikmalaya,"Jl. Moch. Hatta, Kp. Kalangsari RT.001/RW.020, Desa/Kelurahan Sukamanah, Kec. Cipedes",(0265) 3172112,Perusahaan,B
3216408,RS Umum Harapan Mulia,Bekasi,"Jl. Raya Cibarusah No. 5 Kebon Kopi Cibarusah Kelurahan Cibarusah Jaya, Kecamatan Cibarusah, Kabupaten Bekasi, Jawa Barat ",021-89952340,SWASTA/LAINNYA,C
3274090,RS Umum Sumber Kasih,Kota Cirebon,Jl. Siliwangi No.135 Cirebon,0231-203815,SWASTA/LAINNYA,C
3216104,RS Umum Karya Medika,Bekasi,"Jl. Imam Bonjol No. 9B Kalijaya Cikarang Barat, Ka. Bekasi",0218900190/191,Organisasi Sosial,C
3215045,RS Umum Dewi Sri,Karawang, Jl. Arif Rahman Hakim No. 1 A Karawang,(0267) 402855,SWASTA/LAINNYA,C
3207057,RS Umum Dadi Keluarga Ciamis,Ciamis,"Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",0265-7578032,SWASTA/LAINNYA,C
3278015,RS Ibu dan Anak Ummi,Kota Tasikmalaya,Jl. Paseh No. 10 Tuguraja Cihideung Kota Tasikmalaya,265.329126,SWASTA/LAINNYA,C
3276147,RS Ibu dan Anak Asyifa Depok,Kota Depok,"Jl.Raya Depok - Cinere No 09, Rkp. Jaya Baru, Depok",021-77883905,Perusahaan,C
3278082,RS Umum Permata Bunda,Kota Tasikmalaya,Jl. HR. Wasita Kusumah No. 1 Indihiang Kota Tasikmalaya,(0265)345650,SWASTA/LAINNYA,C
3201243,RS Ibu dan Anak Sawojajar,Kota Bogor,"Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor",(0251) 832 4371,SWASTA/LAINNYA,C
3216444,RS Cenka,Bekasi,"Jl.Pilar-Sukatani Desa Sukaraya Warung Pojok RT. 05 RW. 06 Kec. Karangbahagia, Kab. Bekasi, Jawa Barat 17530",021 89121188,Perorangan,C
3213062,RS Hamori,Subang,"Jl. Raya Pagaden Subang Ds. jabong, Kec. Pagaden, Kab. Subang, Jawa Barat",0260 4250 888,SWASTA/LAINNYA,C
3201152,RS Umum Mary Cileungsi Hijau,Bogor,Jl. Raya Narogong Km 21 Cileungsi Bogor,021 - 8249 2222,SWASTA/LAINNYA,C
3216447,RS Ibu dan Anak Nurul Annisa,Bekasi,Jl. Raya Cibarusah Rt 004/003 Desa Sukaresmi  Kec. Cikarang Selatan,021-8971122,SWASTA/LAINNYA,D
3205024,RS Umum Annisa Queen,Garut,Jln. Jenderal Sudirman No 208 Desa Suci Kaler Kecamatan Karangpawitan Kab. Garut,02624892700,Perusahaan,D
3275296,RS Umum Islam dr. Subki Abdulkadir,Kota Bekasi,"Jl. R.A. Kartini No.66,Bekasi",8803386,Organisasi Sosial,D
3204086,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,Bandung,  Jl. Ki Astramanggala Bale Endah Kab. Bandung,022-5940872,Pemprop,B
3204170,RS Umum Daerah Bedas Cimaung,Bandung,"Jl. Raya Pengalengan Desa Cikalong, Kec. Cimaung 40374 Kab. Bandung Prov. Jawa Barat",082115002637,Pemkab,D
3277019,RS Umum Avisena,Kota Cimahi,"Jl. Melong 170 RT 04 RW 05 Kelurahan Melong, Kecamatan Cimahi Selatan, Kota Cimahi, JAWA BARAT",(022) 6062582,Perusahaan,C
3273015,RS Umum Pusat Dr. Hasan Sadikin,Kota Bandung,Jl. Pasteur No. 38 Bandung,022-2034953 /54,Kemkes ,A
3276154,RS Umum Alia Hospital,Kota Depok,Jl. Kartini No. 2 RT. 001 RW. 009 Kelurahan Depok Kecamatan Pancoran Mas,021 77803600,Perusahaan,B
3209025,RS Pertamina Cirebon,Cirebon,Jl. Patra Raya Klayan No 1 Cirebon,0231-224646,SWASTA/LAINNYA,C
3217007,RS Umum Daerah Cikalongwetan,Bandung Barat,"Jl. Raya Padalarang-Purwakarta No. 290 Km. 11, Desa/Kelurahan
Ciptagumati, Kec. Cikalongwetan, Kab. Bandung Barat, Provinsi Jawa
Barat",022 86866016,Pemkab,C
3210038,RS Umum Livasya,Majalengka,"Jl. Raya Timur III No.875, Dawuan, Kec. Dawuan, Kabupaten Majalengka, Jawa Barat 45453",(0233) 8668019 ,SWASTA/LAINNYA,C
3217133,RS Ibu dan Anak Buah Hati,Bandung Barat,"Jl. Grand Hotel No. 66  RT 005 RW 006 Desa Lembang Kecamatan Lembang Kabupaten Bandung Barat, Provinsi Jawa Barat
Kode Pos: 40391",0222786452,SWASTA/LAINNYA,C
3212016,RS Umum Daerah Kab. Indramayu,Indramayu,Jl. Murah Nara No. 7 Sindang Indramayu,0234-272655,Pemkab,B
3215170,RS Primaya Karawang,Karawang,"Jl. Arteri Galuh Mas Kav. Komersial Galuh Mas Blok 10, Desa Puseurjaya Kec. Telukjambe Timur",0267 8417 000,SWASTA/LAINNYA,C
3271162,RS Ibu dan Anak Pasutri,Kota Bogor,Jl. Merak No.3 Tanah Sareal Kota Bogor,0251-8349707,Perusahaan,C
3273528,RS Ibu dan Anak Melinda ,Kota Bandung,"Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung",022-4222788,SWASTA/LAINNYA,C
3276028,RS Umum Mitra Keluarga Depok,Kota Depok,"Jl. Margonda Raya, Pancoran Mas, Depok, Jawa Barat",021-77210700,Perusahaan,C
3215145,RS Umum Mandaya,Karawang,Jl. Arteri Tol Karawang  Barat Teluk jambe Karawang,0267-8643000,SWASTA/LAINNYA,C
3213048,RS Karisma,Subang,"Jl. Warung Cendol RT 10 RW 04, Kelurahan Rancasari, Kecamatan Pamanukan, Kabupaten Subang, Provinsi Jawa Barat",0260550911,SWASTA/LAINNYA,D
3216416,RS Umum Permata Keluarga Lippo Cikarang,Bekasi,"Jl. M.H Thamrin Kav. 129 Lippo Cikarang, Desa CIbatu, Kecamatan Cikarang Selatan Kabupaten Bekasi",021 8990 5588,SWASTA/LAINNYA,C
3212055,RS Umum Pertamina Balongan Indramayu,Indramayu,Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.,0234 7121 607,BUMN,D
3206083,RS Ibu dan Anak dr. Hj. Karmini EH,Kota Tasikmalaya,Jl.RSU No 56-58 Kel. Kahuripan Kec. Tawang Kota Tasikmalaya Provinsi Jawa Barat,0265-330644,Organisasi Sosial,C
3216396,RS Emhaka,Kota Bekasi,"Jln. Taman Harapan Baru Raya, Blok R1, No. 20",02188871202,Perusahaan,D
3213061,RS Rayhan,Subang,"Jl. Raya Sadang - Subang KM 17 ,Desa Wantilan, Kecamatan Cipeundeuy, Kabupaten Subang, Jawa Barat, 41272",02604643244,SWASTA/LAINNYA,C
3275207,RS Umum Graha Juanda,Kota Bekasi,"Jl. IR. H. Juanda No. 326, Bekasi Timur",021-8811832,SWASTA/LAINNYA,C
3272062,RS Umum Kartika Kasih,Kota Sukabumi," Jl. Jenderal Ahmad Yani No.18A, Kota Sukabumi",0266-6250905,SWASTA/LAINNYA,C
3209055,RS Pasar Minggu Cirebon,Cirebon,Jl. Ki Ageng Tepak Desa Semplo Kecamatan Palimanan ,0231 8826939,Perusahaan,D
3202088,RS Primaya Sukabumi,Sukabumi,Jl. RA Kosasih No. 45 Kel. Sukaraja Kec. Sukaraja,(0266) 221166,SWASTA/LAINNYA,C
3216425,RS Umum Bunda Mulia,Bekasi,"Jl. Imam Bonjol No. 80A 
Desa Sukadanau, Kecamatan Cikarang Barat,
Kabupaten Bekasi",021-8900579/891,SWASTA/LAINNYA,D
3215182,RS Hastien,Karawang,"Cikangkung Barat II RT.007 RW.002 Desa Rengasdengklok Utara, Kecamatan Rengasdengklok",0267-7484888,SWASTA/LAINNYA,C
3203015,RS Umum Daerah Sayang,Cianjur,Jl. Rumah Sakit No.1 Cianjur,0263-261026,Pemkab,B
3201126,RS Umum Hermina Depok,Kota Depok,Jl. Raya Siliwangi No. 50 Pancoran Mas Depok,021-77202525,Organisasi Sosial,B
3278014,RS Umum Tasik Medika Citratama (TMC),Kota Tasikmalaya,Jl. K.H.Z. Mustofa No. 310 Kel. Tuguraja Kec. Cihideung ,0265-322333,Perusahaan,C
3271104,RS Umum Daerah Kota Bogor,Kota Bogor,"Jl. DR. Sumeru No.120, Kota Bogor, Jawa Barat",0251-8312292,Pemkot,B
3201252,RS Harapan Sehati,Bogor,Jl. Raya Tegar Beriman Kp. Pondok Manggis RT. 01 RW. 04 Kel. Bojong Baru Kec. Bojong Gede Kab Bogor,02187972380,Perusahaan,C
3216466,Altius Hospitals ,Bekasi,Jl. Harapan Indah Boulevard Sektor V Desa/Kelurahan Pusaka Rakyat Kec. Tarumajaya,021 30008877,Kementerian Lain,C
3207012,RS Umum Daerah Kab. Ciamis,Ciamis,   Jl. Rumah Sakit No.76 Ciamis,0265-772118,Pemkab,C
3204134,RS Umum Daerah Kesehatan Kerja,Bandung,Jl. Raya Rancaekek KM. 27 NO. 612 Desa Nanjungmekar Kec. Rancaekek,+62-22-7798778,Pemprop,D
3215161,RS Umum Mitra Family,Karawang,"Jl. Raya Galuh Mas RT/RW 002/005, Desa Sukaharja, Kecamatan Teluk Jambe Timur",0267-8458327,Perusahaan,C
3273106,RS Umum Muhammadiyah,Kota Bandung,Jl. K.H. Ahmad Dahlan No.53 Bandung,022-7301062,Organisasi Islam ,C
3209040,RS Umum Daerah Arjawinangun,Cirebon,Jl. By Pass Palimanan - Jakarta KM. 2 No. 1  Arjawinangun,0231-358335,Pemkab,B
3216423,RS Umum Kartika Husada,Kota Bekasi,Jl. Raya Jatiasih No.72 Jatiasih-Bekasi,021-82435587,SWASTA/LAINNYA,C
3273420,RS Umum Al-Islam Bandung,Kota Bandung,Jl. Soekarno. Hatta 644 Bandung,(022)7562046,SWASTA/LAINNYA,B
3215067,RS Umum Proklamasi,Karawang,"Jl. Raya Proklamasi KM. 2 Rengasdengklok, Karawang",0267-482192,SWASTA/LAINNYA,C
3217004,RS Umum Daerah Lembang,Bandung Barat,"Jl. Raya Lembang KM.11,4 No.11 Desa Gudang Kahuripan Kec. Lembang, Kabupaten Bandung Barat, Provinsi Jawa Barat",(022) 27613399,Pemkab,C
3274111,RS Umum Muhammadiyah,Kota Cirebon,Jl. Dr. Wahidin Sudirohusodo No.79 Cirebon,202463/247406,Organisasi Islam ,D
3214032,RS Umum dr. Abdul Radjak Purwakarta,Purwakarta,Jl. Raya Bungur Sari No. 36 Purwakarta,2648222222,Perusahaan,B
3204133,RS Unggul Karsa Medika,Bandung,"Jl. Taman Kopo Indah III Blok H No. 1, Desa MekarRahayu, Kecamatan MargaAsih, Kabupaten Bandung",02286011220,Perusahaan,C
3201238,RS Umum Hermina Mekarsari,Bogor,Jl Raya Cileungsi Jonggol Km 1 Cileungsi Kab Bogor,021-29232525,Perusahaan,C
3216126,RS Umum Annisa,Bekasi,Jl. Cikarang Baru No.31 Cikarang Utara Bekasi,021-8904165,SWASTA/LAINNYA,C
3275035,RS Siloam Sentosa,Kota Bekasi," Jl. Pahlawan No. 60, Duren Jaya Bekasi",80611800,SWASTA/LAINNYA,C
3209054,RS Umum Permata Cirebon,Cirebon,Jl. Tuparev No.117 Cirebon,0231-8338877,SWASTA/LAINNYA,B
3201196,RS Umum Bunda Margonda,Kota Depok,"Jl. Margonda Raya No.28 RT002 RW003 Kelurahan Pondok Cina Kecamatan Beji , Depok - Jawa Barat",02178890551,SWASTA/LAINNYA,C
3207059,RS Khusus Orthopedi RSOP Ciamis,Ciamis,Jl. Raya Ciamis Banjar KM 7 No. 341 RT 16 RW 06 Desa Cijeungjing Kec Cijeungjing,0265-7600450,SWASTA/LAINNYA,C
3201024,RS Paru Dr. M. Goenawan Partowidigdo,Bogor,"Jl. Raya Puncak KM. 83 Kotak Pos 28, Cisarua - Bogor 16750",0251-8253630,Kemkes ,A
3275390,RS Ibu dan Anak Selasih Medika,Kota Bekasi,"Jl. Bintara Raya No. 05 Rt 002 Rw 005 Kel. Bintara Kec. Bekasi Barat 
Kota Bekasi Provinsi Jawa Barat 
Kode Pos 17134",021-88850155/56,SWASTA/LAINNYA,C
3214040,RS Umum Karina Medika,Purwakarta,JL Baru Kp. Krajan RT 31 RW 09 Desa Maracang  Kec. Babakancikao Kab. Purwakarta  41151,0264-8301768,Perusahaan,D
3216318,RS Umum Hermina Grand Wisata,Bekasi,Jl. Festival Boulevard Blok J AI No.1 Desa Lambang Sari Kec.Tambun Selatan Kab.Bekasi,021-82651212,SWASTA/LAINNYA,B
3204101,RS Umum Daerah Cicalengka,Bandung,"  Jl. H. Darham No.35 - Cikopo, Cicalengka Kab. Bandung ",0227952203,Pemkab,C
3273030,RSAU dr. M. Salamun,Kota Bandung,Jl. Ciumbuleuit 203 Bandung,022 2032090,TNI AU,B
3275064,RS Mustika Medika Bekasi,Kota Bekasi,Jalan Kelapa Dua no 110 RT 07 RW 08 Kelurahan Padurenan Kecamatan Mustikajaya Kota Bekasi,02182622530,Perusahaan,D
3212057,RS Syahid Al Irsyad,Indramayu,Jl. Jendral Sudirman No. 240 Cipancuh Kec.Haurgeulis  - Indramayu,0234741065,SWASTA/LAINNYA,D
